,file_name,sr,length,srr,snr,label,age_group,gender,label_name
16,d9c8577e-aca5-42c3-b880-04bfc5c02af5_split49.wav,44100,110250,38.86173248291016,35.0864200592041,2,60+,M,Ardelenesc
17,2f9e7cb0-cada-4f25-9529-262c57e86802_split1.wav,44100,110981,29.320443153381348,30.37209415435791,2,60+,M,Ardelenesc
18,13b5aebb-aecc-463d-ac30-43d0ebe4a901_split0.wav,44100,110250,39.837623596191406,32.405155181884766,2,40-50,M,Ardelenesc
19,120b68a6-d0eb-4b03-bff6-708c44d74f54_split1.wav,44100,110981,17.809364318847656,33.78570556640625,1,20-30,M,Muntenesc
20,c69f68b8-0257-470a-aeaf-7483d2b84366_split1.wav,44100,110981,17.56571865081787,18.75172233581543,3,50-60,M,Moldovenesc
21,a609d8ae-555b-4f05-813d-3330dda2e21d_split0.wav,44100,110250,39.00055694580078,12.15410852432251,1,20-30,M,Muntenesc
22,b22fce88-1dc7-4497-8f19-b7a18a4fea13_split1.wav,44100,110981,36.21321868896485,35.940003395080566,2,60+,M,Ardelenesc
23,c96da55b-da0a-4f6c-aae7-8d4865a71ade_split3.wav,44100,110250,39.76846122741699,21.652576446533203,0,40-50,M,Banatean
24,4a6bcd56-e329-4c75-aa51-82d00dd5dfbe_split1.wav,44100,110981,39.70697212219238,20.062162399291992,3,50-60,F,Moldovenesc
25,bc795490-e8c6-4e94-b2a9-8a57909103f1_split1.wav,44100,206799,39.48208618164063,21.14746856689453,1,20-30,M,Muntenesc
26,73c040da-9645-4550-bdfe-0fc1024cf2a0_split23.wav,44100,110250,9.35532569885254,21.97758102416992,3,40-50,F,Moldovenesc
27,bae4ddde-8dc5-4e7d-9a52-0cb4a79563ea_split1.wav,44100,110981,38.16526126861572,21.44032096862793,3,50-60,M,Moldovenesc
28,fe614d66-daff-4653-9916-39029acacdee_split2.wav,44100,176987,13.60202693939209,30.88799476623535,0,40-50,M,Banatean
29,2cf456ca-3e1f-4d4d-802a-0c4df9cd2df7_split0.wav,44100,110250,38.98972702026367,11.942506790161133,0,20-30,M,Banatean
30,03361045-4df2-432b-9040-cf01199d213d_split0.wav,44100,110250,26.739822387695312,20.36921119689941,2,60+,M,Ardelenesc
31,40dbd103-e3f8-4e7f-8ceb-98596f2ce9fa_split1.wav,44100,110981,31.904932022094727,17.013530731201172,1,30-40,M,Muntenesc
32,e55ded08-a0c7-48cb-b812-871fa3f0acc6_split1.wav,44100,110981,36.32082748413086,33.214789390563965,2,20-30,F,Ardelenesc
33,e2084e8e-bb1b-4973-9f52-6623e1238746_split0.wav,44100,110250,29.04464626312256,23.29920864105225,1,10-20,M,Muntenesc
34,918594f8-1667-4f63-9a17-8957d906108d_split0.wav,44100,177455,39.88581085205078,27.945560455322266,2,10-20,F,Ardelenesc
35,e273eb67-40f2-42b7-b8f8-3c6547a1f5ad_split1.wav,44100,110981,20.342018127441406,26.52762222290039,1,20-30,F,Muntenesc
36,064f8137-eef4-45a0-a8e2-431c03ba0c19_split1.wav,44100,110981,31.895660400390625,3.395103454589844,0,40-50,F,Banatean
37,ea9fd893-991f-45e4-aa89-2fe8932f871c_split0.wav,44100,110250,32.23515796661377,17.042582511901855,0,40-50,M,Banatean
38,934525c4-ea03-492d-8b2b-dd844a2b2744_split1.wav,44100,110981,39.96202278137207,32.830604553222656,3,50-60,M,Moldovenesc
39,f105fa5e-fd92-4345-a457-807883a821ff_split1.wav,44100,110981,35.550071716308594,28.12710952758789,1,60+,M,Muntenesc
40,72ccb524-6f1b-44c6-a151-a6df9fe147a3_split1.wav,44100,110981,39.82759475708008,19.52008056640625,0,20-30,M,Banatean
41,f4cc70d4-97a7-4443-8846-935480e4e9c7_split0.wav,44100,110250,15.947738647460938,21.354389190673828,3,20-30,F,Moldovenesc
42,e8d51c6e-0e33-45cd-ab72-db2ae5191574_split13.wav,44100,155405,39.948896408081055,31.72978115081787,0,60+,M,Banatean
43,15812d29-e918-4e88-8849-d8f4f31db3e6_split0.wav,44100,110250,39.565521240234375,25.86226177215576,3,20-30,M,Moldovenesc
44,9f3e2239-1517-4d83-87fd-f8507ad5c324_split0.wav,44100,110250,39.38865089416504,30.10619640350341,0,20-30,F,Banatean
45,90b7def9-d4c5-4fe9-8b4f-1aa7e9d2c606_split0.wav,44100,110250,39.78150272369385,14.532885551452637,0,20-30,M,Banatean
46,00382b73-fd52-43fb-8dc4-9bf883bfdfb6_split0.wav,44100,110250,28.34582233428955,22.627704620361328,0,40-50,M,Banatean
47,7a3e9be5-0ffe-4e12-8e2b-d2375f07ff70_split24.wav,44100,110250,39.9207649230957,33.7019157409668,1,20-30,F,Muntenesc
48,1e86a256-b705-477f-a54d-343543914086_split1.wav,44100,110981,39.52352523803711,25.988216400146484,1,50-60,F,Muntenesc
49,abce6840-252c-4314-9fdf-72270dfdc26a_split3.wav,44100,110250,36.5993766784668,18.615203857421875,0,50-60,M,Banatean
50,7a3e9be5-0ffe-4e12-8e2b-d2375f07ff70_split5.wav,44100,110250,39.19797611236572,30.07827377319336,1,20-30,F,Muntenesc
51,4ab814c1-1a96-45d1-ae71-df59f8348387_split0.wav,44100,110250,12.550555229187012,26.79461097717285,1,20-30,F,Muntenesc
52,ea9fd893-991f-45e4-aa89-2fe8932f871c_split1.wav,44100,110250,36.85080337524414,18.071617126464844,0,40-50,M,Banatean
53,bda34ab5-e7e3-4273-af33-a08286875187_split1.wav,44100,110981,18.70544815063477,13.504024505615234,3,50-60,F,Moldovenesc
54,b69e0565-6df0-4ca4-a9a8-5e38a4dc9a01_split1.wav,44100,110981,39.66313934326172,22.67007827758789,0,40-50,F,Banatean
55,7c9862a5-2fb6-4c72-b14d-0a375dc73a2f_split0.wav,44100,177455,38.80829620361328,29.183341026306152,3,10-20,M,Moldovenesc
56,d9c8577e-aca5-42c3-b880-04bfc5c02af5_split55.wav,44100,110250,39.86429023742676,35.81614112854004,2,60+,M,Ardelenesc
57,1ae56aa1-0895-423e-8c49-0308cc865b96_split18.wav,44100,110250,37.857194900512695,24.24425792694092,3,40-50,M,Moldovenesc
58,5094c3f2-5439-4dc1-a985-daa9855dce83_split1.wav,44100,110981,39.81021308898926,32.67423439025879,2,40-50,F,Ardelenesc
59,aa595519-42b7-476e-97f6-6b662cba84ef_split1.wav,44100,110981,19.611629486083984,8.943435668945312,0,20-30,M,Banatean
60,f10b0c91-aabf-4795-a8f8-ed4ad0c38cb3_split1.wav,44100,110981,32.43875789642334,16.162771224975586,3,50-60,F,Moldovenesc
61,49722718-51e0-4a0a-903b-892e574c4fac_split0.wav,44100,110250,38.98587417602539,23.59429931640625,2,40-50,F,Ardelenesc
62,7a3e9be5-0ffe-4e12-8e2b-d2375f07ff70_split7.wav,44100,110250,39.62699508666992,34.583149909973145,1,20-30,F,Muntenesc
63,4bb5095e-2a65-4651-8392-03cfeb711804_split1.wav,44100,110981,39.84587287902832,30.12436294555664,3,60+,M,Moldovenesc
64,56faa035-0926-4f46-9dc6-1a8b8d1d4b2b_split0.wav,44100,110250,39.87311172485352,25.588435173034668,1,40-50,F,Muntenesc
65,a415fa3a-0770-4a8d-86d3-2c52b9ade812_split1.wav,44100,110981,39.89051246643066,28.21255111694336,2,40-50,M,Ardelenesc
66,d9c8577e-aca5-42c3-b880-04bfc5c02af5_split41.wav,44100,110250,39.59801197052002,35.295854568481445,2,60+,M,Ardelenesc
67,1a0422c2-704a-4241-b1ab-190f7eaae41d_split1.wav,44100,110981,25.08172607421875,27.88058853149414,2,60+,M,Ardelenesc
68,652a7bfe-3132-4236-9835-4cdf445cbc03_split0.wav,44100,110250,38.599968910217285,26.261643409729004,2,40-50,F,Ardelenesc
69,7a3e9be5-0ffe-4e12-8e2b-d2375f07ff70_split13.wav,44100,110250,39.81584548950195,33.10354995727539,1,20-30,F,Muntenesc
70,9dbbdb7f-7ac0-4650-8f88-3998f2cc8907_split1.wav,44100,110981,28.57367706298828,32.01039695739746,3,60+,F,Moldovenesc
71,418cfb26-7b7c-41d7-88b7-dde34bbbd674_split1.wav,44100,110981,39.91572570800781,31.135713577270508,2,50-60,F,Ardelenesc
72,d95b16ad-401e-4c03-9fb7-90a792a0f86f_split2.wav,44100,110250,35.114938735961914,32.84952926635742,1,20-30,M,Muntenesc
73,c96da55b-da0a-4f6c-aae7-8d4865a71ade_split5.wav,44100,110250,39.8880672454834,13.914740562438965,0,40-50,M,Banatean
74,5ae587a7-2407-43c0-bf32-f01bb200cf9d_split0.wav,44100,110250,39.90221977233887,20.93333625793457,2,60+,M,Ardelenesc
75,d9c8577e-aca5-42c3-b880-04bfc5c02af5_split34.wav,44100,110250,38.38214111328125,34.10488510131836,2,60+,M,Ardelenesc
76,b2b75a8b-bd6b-41c7-aeec-d87c7bb23744_split1.wav,44100,110981,39.937663078308105,21.84097003936768,0,30-40,M,Banatean
77,140045bd-c84a-4b37-b927-d2e3992eff47_split1.wav,44100,110981,33.54130554199219,26.87838363647461,0,50-60,M,Banatean
78,11bb6c8a-bd65-452f-8092-dab54174e89a_split1.wav,44100,110981,39.96266460418701,32.949790954589844,0,50-60,M,Banatean
79,3e4eaf46-7079-4f07-be0e-1eacb22a46b6_split1.wav,44100,110981,38.7063102722168,16.92875337600708,0,50-60,M,Banatean
80,e6bcad60-9318-4899-9367-b39ca1890976_split0.wav,44100,177455,39.06134414672852,30.05658531188965,3,30-40,M,Moldovenesc
81,05c71b8f-2c08-4105-b7ad-385943d06238_split1.wav,44100,110981,39.897159576416016,32.591304779052734,1,30-40,F,Muntenesc
82,a7c992d5-2df2-4178-ab3a-5e11884b1a12_split0.wav,44100,110250,37.905029296875,26.77281188964844,1,50-60,F,Muntenesc
83,6f506df1-1560-4a56-b656-18f3459d012c_split1.wav,44100,110981,33.101009368896484,29.058876037597656,1,50-60,M,Muntenesc
84,2cf456ca-3e1f-4d4d-802a-0c4df9cd2df7_split1.wav,44100,110981,31.936065673828125,13.198551177978516,0,20-30,M,Banatean
85,98c4cf73-e3a3-4b07-a852-dd99d09cd7c9_split1.wav,44100,138582,38.20206832885742,32.90348052978516,1,20-30,M,Muntenesc
86,0977cfe6-f9e5-4d62-8955-edc1abc9ae2a_split0.wav,44100,110250,31.480167388916016,29.10678482055664,1,10-20,M,Muntenesc
87,5d6a01ce-b529-44fb-9ec7-a2524dad94bd_split1.wav,44100,110981,39.86397361755371,29.84481239318848,1,30-40,F,Muntenesc
88,64c9b835-9ba0-45f7-9f25-0a570619949e_split1.wav,44100,110981,39.89832496643066,28.181943893432617,1,30-40,F,Muntenesc
89,73c040da-9645-4550-bdfe-0fc1024cf2a0_split9.wav,44100,110250,9.373868942260742,25.639175415039062,3,40-50,F,Moldovenesc
90,1e86a256-b705-477f-a54d-343543914086_split0.wav,44100,110250,34.74492263793945,26.78137969970703,1,50-60,F,Muntenesc
91,6fa5dbae-bf7c-4497-85cb-af3afdba529b_split0.wav,44100,110250,38.70140838623047,35.43349838256836,3,50-60,F,Moldovenesc
92,d9c8577e-aca5-42c3-b880-04bfc5c02af5_split61.wav,44100,110250,39.41495513916016,37.066267013549805,2,60+,M,Ardelenesc
93,2b65891d-bcb9-4de3-803f-f86789b7ab41_split1.wav,44100,110981,30.937179565429688,23.537857055664062,2,60+,M,Ardelenesc
94,5f404d07-cba3-4594-88ac-8d3cd68eccbb_split0.wav,44100,110250,36.29812240600586,19.31392192840576,0,50-60,M,Banatean
95,d9c8577e-aca5-42c3-b880-04bfc5c02af5_split25.wav,44100,110250,38.52387523651123,34.759907722473145,2,60+,M,Ardelenesc
96,c5b4071b-c9fb-465d-8b2f-429baf17c28d_split1.wav,44100,110981,38.07291603088379,28.92894458770752,2,40-50,F,Ardelenesc
97,7c7c4bc3-d762-4d74-bee2-31937927f0fb_split1.wav,44100,110981,34.24601745605469,19.554914474487305,0,30-40,M,Banatean
98,e6ef5465-3dd9-47e7-b164-1d79e9bf04d2_split0.wav,44100,110250,39.59821319580078,26.66228103637696,2,30-40,M,Ardelenesc
99,ae4ace75-e522-453e-8876-3236ec93a1d9_split1.wav,44100,176470,39.35633087158203,37.034576416015625,3,20-30,M,Moldovenesc
100,2d060d09-191c-4736-833c-28c668d261c2_split1.wav,44100,110981,39.47235298156738,25.460225105285645,1,50-60,M,Muntenesc
101,ea178798-fb5a-46dc-8898-58f1e93e1bd5_split1.wav,44100,154757,39.92626857757568,23.039459228515625,0,60+,M,Banatean
102,3731a1d8-145a-4192-a4b6-f28dc134c93d_split1.wav,44100,154757,39.91735649108887,26.308090209960938,0,60+,M,Banatean
103,f105fa5e-fd92-4345-a457-807883a821ff_split0.wav,44100,110250,39.52162551879883,29.301300048828125,1,60+,M,Muntenesc
104,43d03800-acec-4818-9d45-005f374d34dd_split0.wav,44100,110250,39.82041358947754,16.76902437210083,0,30-40,F,Banatean
105,72f304be-c954-4bae-9567-43bcc59cb577_split0.wav,44100,110250,39.18885612487793,31.63976001739502,1,60+,F,Muntenesc
106,4583fee2-bdff-4673-aa14-3051d5d92a52_split13.wav,44100,110250,39.6954231262207,20.307087898254395,0,40-50,M,Banatean
107,0ca75583-a832-4227-bf30-c6e68f4b6bcb_split1.wav,44100,110981,39.7967529296875,22.52800750732422,3,50-60,M,Moldovenesc
108,8aa36328-832e-488a-bda2-63da4a192dd2_split1.wav,44100,110981,18.722299575805664,11.598052501678469,0,50-60,F,Banatean
109,16a4a8ab-01be-4e47-ab71-765ff66791b5_split1.wav,44100,110981,39.91646957397461,34.08189010620117,3,40-50,F,Moldovenesc
110,f7941088-0c03-4c9f-82ab-79e5b5646e8e_split1.wav,44100,110981,34.06985282897949,25.87590217590332,2,60+,M,Ardelenesc
111,da43a5f7-452a-4cae-941c-c8f587ab1463_split5.wav,44100,198749,39.89869403839111,32.03119945526123,2,50-60,F,Ardelenesc
112,7ee2b2dd-57d7-413f-b361-fe0354a8b995_split1.wav,44100,110981,29.303680419921875,32.34853744506836,1,20-30,M,Muntenesc
113,9c564cec-06ee-41d7-9106-c5c8d71cbc02_split1.wav,44100,110981,39.84822654724121,29.070785522460938,3,40-50,F,Moldovenesc
114,c8126a3f-376f-45d1-9674-92d7786b45f9_split1.wav,44100,110981,39.85382556915283,29.709141731262207,1,30-40,F,Muntenesc
115,ea178798-fb5a-46dc-8898-58f1e93e1bd5_split0.wav,44100,110250,39.96597290039063,23.98124313354492,0,60+,M,Banatean
116,c5e14970-74bd-4a88-b21c-032b4093093a_split1.wav,44100,110981,39.57297897338867,25.889179229736328,0,60+,F,Banatean
117,7b512d80-45d0-4012-a4aa-3e2f7c55be1f_split0.wav,44100,110250,39.373165130615234,29.18902969360352,1,40-50,F,Muntenesc
118,9519cceb-b471-4361-9d4b-475480954a2f_split0.wav,44100,110250,39.9533576965332,30.29170227050781,3,60+,F,Moldovenesc
119,c3fedcc5-f44b-490f-b3bf-25eba0902651_split4.wav,44100,110250,39.80618858337402,36.799734115600586,1,20-30,F,Muntenesc
120,9a18916d-027c-4dde-bdff-f9d94bb9b394_split1.wav,44100,110981,37.52920055389404,19.73610210418701,1,30-40,F,Muntenesc
121,1b1bce3c-6e31-4f6a-aa55-21298ecdf533_split1.wav,44100,110981,18.59349632263184,25.66859436035156,2,60+,M,Ardelenesc
122,9e6cc5af-ccce-426d-bbe1-d290b0dd0cbb_split1.wav,44100,110981,39.91121673583984,31.69204330444336,1,20-30,F,Muntenesc
123,22dd386f-7102-4f19-86ef-0d5e8482e5da_split0.wav,44100,110250,39.87207984924317,26.362329483032227,0,60+,F,Banatean
124,e88cd68e-fbc0-4ee0-8127-ee88ce65856e_split0.wav,44100,110250,14.305021286010742,22.68242454528809,1,30-40,F,Muntenesc
125,73c040da-9645-4550-bdfe-0fc1024cf2a0_split11.wav,44100,110250,10.12624216079712,27.61263370513916,3,40-50,F,Moldovenesc
126,32474afe-2add-49a0-b4dc-b580b92c4f01_split0.wav,44100,110250,39.48262786865234,30.025230407714844,1,50-60,M,Muntenesc
127,4f91c3b0-c5d7-4eb1-8447-09c4279b4c6b_split1.wav,44100,110981,35.05147743225098,26.703264236450195,0,60+,F,Banatean
128,d6600e23-bbe9-4ec4-8ea4-198ad21d879f_split1.wav,44100,110981,39.4691276550293,32.93351173400879,2,50-60,M,Ardelenesc
129,c572d1f6-3ef3-4566-8500-1da0837dfac8_split0.wav,44100,110250,14.152082443237305,32.88274669647217,1,30-40,M,Muntenesc
130,2981e1a8-926e-4939-88fa-bd870c7dad2a_split0.wav,44100,110250,17.913884162902832,19.882831573486328,1,30-40,M,Muntenesc
131,61d75865-a7da-48eb-a547-63c7ad004ffb_split1.wav,44100,110981,39.74800109863281,30.73745918273925,2,30-40,F,Ardelenesc
132,7a3e9be5-0ffe-4e12-8e2b-d2375f07ff70_split2.wav,44100,110250,39.83175468444824,35.67100429534912,1,20-30,F,Muntenesc
133,f8a7be8b-bf2b-451e-a874-7f03e96d4ce2_split0.wav,44100,110250,39.87184524536133,27.66502952575684,0,60+,M,Banatean
134,a344541a-082b-4629-9438-ba2b6f3d97a6_split0.wav,44100,110250,23.186495780944824,35.02465534210205,1,20-30,M,Muntenesc
135,97d7968c-935e-4acb-b909-1c92a2dc5628_split0.wav,44100,110250,39.66432571411133,29.26908493041992,1,50-60,F,Muntenesc
136,6688e349-5938-4a2b-958b-b586364cc837_split1.wav,44100,110981,17.9952974319458,30.8559627532959,0,20-30,F,Banatean
137,17aa2542-13df-4958-9e9d-7479a0bcb36e_split0.wav,44100,110250,32.09428691864014,34.16456127166748,1,30-40,M,Muntenesc
138,95a10eab-a9d1-466c-925b-8d883346fc5a_split1.wav,44100,110981,30.46213150024414,13.269299507141112,2,20-30,F,Ardelenesc
139,dd5214cd-27c2-4dc1-8c07-9224b4e32795_split0.wav,44100,110250,17.633024215698242,20.27879905700684,0,50-60,M,Banatean
140,86f1c98c-7a77-4c8f-baa1-3d32471ccb89_split0.wav,44100,110250,39.7309627532959,30.981444358825684,0,20-30,F,Banatean
141,ba035d15-70a3-4cb4-81cf-d69f0671980e_split0.wav,44100,110250,38.31620216369629,18.32645034790039,2,60+,M,Ardelenesc
142,0f7ca098-12ff-47c2-80e7-37617448cf1c_split1.wav,44100,110981,28.406158447265625,20.493486404418945,0,40-50,M,Banatean
143,f59d52c9-8593-4dbc-8d7d-c25a9be3e346_split1.wav,44100,110981,39.863412857055664,31.172334671020508,1,50-60,F,Muntenesc
144,41f6811d-ce6f-4ae7-aae8-65753f041814_split1.wav,44100,110981,39.69161510467529,19.86484146118164,1,50-60,M,Muntenesc
145,d9c8577e-aca5-42c3-b880-04bfc5c02af5_split45.wav,44100,110250,39.79841613769531,37.19456481933594,2,60+,M,Ardelenesc
146,1ae56aa1-0895-423e-8c49-0308cc865b96_split5.wav,44100,110250,39.86648654937744,20.86770915985108,3,40-50,M,Moldovenesc
147,0cf03bc9-41b1-4540-9573-02fcdc3e80ba_split1.wav,44100,110981,26.25166702270508,23.168725967407227,1,30-40,M,Muntenesc
148,3b643af3-9979-4be2-a7a5-20a27c47daaf_split0.wav,44100,110250,32.625444412231445,29.92756462097168,3,60+,F,Moldovenesc
149,b6e69f1d-bbe1-4754-b6f6-ad6f88c32840_split1.wav,44100,110981,14.766708374023438,28.87215805053711,1,20-30,F,Muntenesc
150,c96da55b-da0a-4f6c-aae7-8d4865a71ade_split6.wav,44100,110250,39.11069107055664,20.96730136871338,0,40-50,M,Banatean
151,9058e9f7-a860-4c14-915e-4c16ece872b4_split0.wav,44100,110250,15.126168251037598,19.886374473571777,3,40-50,F,Moldovenesc
152,ea9fd893-991f-45e4-aa89-2fe8932f871c_split2.wav,44100,110250,39.002532958984375,19.697265625,0,40-50,M,Banatean
153,67f360d6-d9f9-429a-9c57-a458290f4545_split0.wav,44100,110250,12.634281158447266,30.31611633300781,1,20-30,F,Muntenesc
154,0be2c2c0-55ac-4a22-b293-5721a14f01b4_split0.wav,44100,110250,39.700077056884766,30.530229568481445,2,50-60,M,Ardelenesc
155,6d70a038-b2a5-4df7-83c9-dc49d0b9dacd_split0.wav,44100,110250,39.938469886779785,28.6595458984375,2,50-60,M,Ardelenesc
156,7a3e9be5-0ffe-4e12-8e2b-d2375f07ff70_split21.wav,44100,110250,39.55149841308594,35.12543869018555,1,20-30,F,Muntenesc
157,3ee99da1-86fc-4066-aeb4-69e142874a68_split1.wav,44100,110981,36.90983772277832,13.60540771484375,2,20-30,F,Ardelenesc
158,9623126e-1891-49f1-8192-628a429817de_split1.wav,44100,110981,37.2352294921875,23.219417572021484,0,40-50,M,Banatean
159,ae54a974-5aa7-46be-9668-884a412df430_split1.wav,44100,110981,39.84300994873047,31.66740798950196,1,50-60,F,Muntenesc
160,d30955d8-3cbe-49e3-994f-bf3d58984649_split13.wav,44100,110250,34.48972129821777,25.2212142944336,1,20-30,M,Muntenesc
161,79c6c0a0-c0e7-4341-82fb-7f3bccf83e02_split0.wav,44100,110250,39.188262939453125,12.11167860031128,0,10-20,M,Banatean
162,3862f3cd-48a5-4fae-bef8-bf5e144fd0c0_split1.wav,44100,110981,21.94250869750977,27.04951572418213,3,60+,M,Moldovenesc
163,aac67e37-8f61-44bd-a1f5-4fc68a3a727b_split3.wav,44100,110250,39.94123077392578,26.909746170043945,0,40-50,M,Banatean
164,5107e23e-2471-4abd-b57f-9814b0d70623_split0.wav,44100,110250,39.83945083618164,30.192855834960938,3,20-30,F,Moldovenesc
165,f5afbaf9-e1ed-4672-9f83-e4fd6020198f_split1.wav,44100,110981,35.69686508178711,30.26214027404785,2,60+,M,Ardelenesc
166,67dfbc7f-201a-46d9-a490-7db30866681a_split1.wav,44100,110981,19.81765556335449,32.331496238708496,2,20-30,F,Ardelenesc
167,5fe63367-2800-4084-8b59-ab98876a8f16_split0.wav,44100,110250,36.07654762268066,18.70895481109619,0,60+,F,Banatean
168,4798b595-5a73-4004-b894-521ddcb5178d_split1.wav,44100,110981,38.44767665863037,33.38747501373291,1,20-30,M,Muntenesc
169,af2d88e1-4f0b-440d-aade-de8bdec710d6_split1.wav,44100,110981,37.38790893554688,28.57791519165039,2,10-20,M,Ardelenesc
170,d94f6e87-6055-4b6a-b5b0-0c7d1aa5338e_split1.wav,44100,110981,39.97452926635742,32.1538028717041,0,50-60,M,Banatean
171,39a28f9e-740c-4581-9b20-d5ef4ae96c96_split0.wav,44100,110250,39.858097076416016,36.51275062561035,1,20-30,M,Muntenesc
172,6d70a038-b2a5-4df7-83c9-dc49d0b9dacd_split1.wav,44100,110981,39.428260803222656,32.601051330566406,2,50-60,M,Ardelenesc
173,b8a90751-fa77-4d49-b136-c713ca763ded_split0.wav,44100,177455,25.652137756347656,28.342326164245605,0,50-60,M,Banatean
174,d9c8577e-aca5-42c3-b880-04bfc5c02af5_split0.wav,44100,110250,39.15107154846192,15.538536071777344,2,60+,M,Ardelenesc
175,14e72188-a332-4b19-910a-424aa0d8b342_split0.wav,44100,110250,39.65795516967773,30.629375457763672,1,40-50,M,Muntenesc
176,8e7b21e1-f6be-408e-97c2-9119e9d989db_split0.wav,44100,110250,39.90938568115234,36.65517807006836,1,20-30,M,Muntenesc
177,4583fee2-bdff-4673-aa14-3051d5d92a52_split0.wav,44100,110250,39.80179214477539,19.600661277771,0,40-50,M,Banatean
178,e5de9f9f-6b40-4fa0-9a74-b8fd67b6943a_split1.wav,44100,110981,25.428205490112305,23.13546466827393,1,30-40,M,Muntenesc
179,35aa4e77-bf72-458d-89c6-43b19346e9b1_split1.wav,44100,110981,39.231614112854,30.834481239318848,3,50-60,M,Moldovenesc
180,56faa035-0926-4f46-9dc6-1a8b8d1d4b2b_split1.wav,44100,110981,39.86917591094971,31.35613346099853,1,40-50,F,Muntenesc
181,9058e9f7-a860-4c14-915e-4c16ece872b4_split8.wav,44100,110250,12.126983642578123,30.94835376739502,3,40-50,F,Moldovenesc
182,c79a0a2a-9e64-4940-8472-341bb3289323_split1.wav,44100,110981,30.575653076171875,26.404617309570312,3,20-30,F,Moldovenesc
183,6ec1f474-e12b-4532-b1db-d824318fd5e0_split0.wav,44100,110250,39.767372131347656,24.32185173034668,3,10-20,F,Moldovenesc
184,a415fa3a-0770-4a8d-86d3-2c52b9ade812_split0.wav,44100,110250,39.9296464920044,30.667383193969727,2,40-50,M,Ardelenesc
185,7e9cfe1b-e74e-4d78-a436-8ea52569f628_split0.wav,44100,110250,39.95391368865967,32.58309459686279,2,40-50,M,Ardelenesc
186,fefd2693-2d3c-43e3-9032-b21234a7aa22_split0.wav,44100,110250,39.31555938720703,31.927818298339844,0,20-30,M,Banatean
187,18fcba6a-1c6d-4e4b-97bc-12cb6b73db3b_split0.wav,44100,110250,39.951032638549805,32.59609413146973,2,50-60,F,Ardelenesc
188,07bfc889-04b3-4e2f-a586-b89f83ccb1e5_split1.wav,44100,110981,39.89778327941895,29.342979431152344,2,50-60,M,Ardelenesc
189,14cd5b1b-c3db-4a23-9c1c-433f296bf347_split1.wav,44100,110981,27.429931640625,26.92013645172119,3,60+,F,Moldovenesc
190,2264e6d3-14c8-4201-9c4b-22e9d38c751b_split1.wav,44100,110981,39.42159271240234,31.30805206298828,1,50-60,F,Muntenesc
191,62ddec78-99eb-4247-a707-f3a4818e30a6_split0.wav,44100,110250,35.92587661743164,32.996341705322266,3,50-60,M,Moldovenesc
192,522ed1c3-41ed-44ba-847b-0e5edc77f7db_split0.wav,44100,110250,39.81802749633789,17.589122772216797,2,40-50,M,Ardelenesc
